ID,Label,Text,Selected_Text,Selected_Text_Sentiment,Time_of_Post,User_Age,Population,Land_Size,Population_Density
8696,1,Had a nice pre mother`s day dinner out. Now a cocktail before retiring for the evening,Had a nice pre mother`s day dinner out.,positive,13,69,6486205,20720,313
8697,1," Granny, Linda will be happy.",happy.,positive,21,100,1402985,28050,50
8698,0,I think I did okay on my Math Test today. I really really really hope I did. If I didn`t I swear I will get SO mad at myslef.,I think I did okay on my Math Test today. I really really really hope I did. If I didn`t I swear I will get SO mad at myslef.,neutral,6,15,3546421,101000,35
8699,0,  remember and drink plenty of fluids! and no buwieser dose not count!,remember and drink plenty of fluids! and no buwieser dose not count!,neutral,12,23,1326535,42390,31
8700,0,Leno`s last show tonight.,Leno`s last show tonight.,neutral,18,45,1160164,17200,67
8701,0," Re: meetings, you were right.  My afternoon has started to fill up","Re: meetings, you were right.  My afternoon has started to fill up",neutral,7,51,114963588,1000000,115
8702,0,my body is aching. I can barely move...but its worth it to be champs,barely,negative,14,60,896445,18270,49
8703,0,  Yeah eCpm is going UP and down badly - hope things improve,Yeah eCpm is going UP and down badly - hope things improve,neutral,19,96,5540720,304000,18
8704,0,"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out.",sad.,negative,11,18,65273511,547557,119
8705,1,"Played with FontStruct http://is.gd/ejE uploaded to dafont, 16k downloads & top of its category http://is.gd/wyyp Very wtf moment for me",top,positive,15,25,2225734,257670,9
8706,1," good moring mr bailey, it is my birthday today",good,positive,19,35,2416668,10120,239
8707,0," are you giving up on me  oh well. It`s not the counting, it`s the math and the weighting (or lack of) that doesn`t make sense.",t doesn`t make sense.,negative,6,57,3989167,69490,57
8708,0,Got a deadline to meet!!! No TGIF for me,Got a deadline to meet!!!,negative,12,65,83783942,348560,240
8709,1,_bach daps were the best lol,the best lol,positive,22,93,31072940,227540,137
8710,0, YAY YOU! So proud of you!  and I`m not even being sarcastic. Even though you told me to shut the **** up.,YAY YOU! So proud of you!  and I`m not even being sarcastic. Even though you told me to shut the **** up,neutral,10,20,10423054,128900,81
8711,0, i didnt think the vid was hoeish i actually love it.it was so nasty  lol,i actually love it.it was so nasty  lol,neutral,13,30,112523,340,331
8712,0,Margaritas with my Momo. I`ve missed her.,missed,negative,19,37,17915568,107160,167
8713,0,so I`m kinda pissed that Boys Like Girls is gonna be at Kentucky Kingdom on a date i already have a show,I`m kinda pissed,negative,11,47,13132795,246000,53
8714,0, i thought you would win!  Fabulously40 have some bots on her side?,i thought you would win!,negative,14,67,1968001,28120,70
8715,0,  Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!,Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!,neutral,20,90,786552,196850,4
8716,1, I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!,. Thanks for saving me the money,positive,9,20,11402528,27560,414
8717,0,Sitting at my desk wishing things were different,wishing things were different,neutral,16,25,801,0,2003
8718,0,Happy Monday tweeples... hope it wasn`t to hard to get out of bed and back in gear!,Happy Monday tweeples... hope it wasn`t to hard to get out of bed and back in gear!,neutral,18,36,9904607,111890,89
8719,0, it`s kind of hard to see a pic of a doggie if the pic doesn`t exist,it`s kind of hard,negative,11,52,9660351,90530,107
8720,0,The book bloggers panel is not listed anywhere in the program!   Be there tomorrow at 2pm in room 1E15.  #BEA09,The book bloggers panel is not listed anywhere in the program!   Be there tomorrow at 2pm in room 1E15.  #BEA09,neutral,16,68,341243,100250,3
8721,1, thanks gail  imma try this one day! looks yummy! geezzz. after my siargao trip nlng pla. heheh.,! looks yummy,positive,23,99,1380004385,2973190,464
8722,1,"Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had.",goodb,positive,8,11,273523615,1811570,151
8723,0,_laiter we already discussed this today but yeaaaaaah,_laiter we already discussed this today but yeaaaaaah,neutral,16,25,83992949,1630000,52
8724,1, Haha thanks.,thanks.,positive,20,35,40222493,434320,93
8725,1," curing le hangover from an epic night, bruised `n battered from a hectic go-karting session. pretty satisfied thank you very much",pretty satisfied thank you very much,positive,10,48,4937786,68890,72
8726,0,_El_Rumi I just do English with them. Half my conversation is in English anyway - fii mushkila ma`a al modem wa al router,El_Rumi I just do English with them. Half my conversation is in English anyway - fii mushkila ma`a al modem wa al router,neutral,12,69,8655535,21640,400
8727,1," you, my friend, are a true fan",", are a true fan",positive,18,81,60461826,294140,206
8728,0,still sick  thinking about naming the puppy june,sick,negative,10,14,2961167,10830,273
8729,0, You burned yourself too??? So did ! ohh no...  xoxo,You burned yourself too??? So did ! ohh no...  xoxo,negative,17,29,126476461,364555,347
8730,0, yes but 75% are on the wrong wireless plan,wrong,negative,18,34,10203134,88780,115
8731,0,Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO`s $7 wifi is garbage.,garbage.,negative,6,60,18776707,2699700,7
8732,0,morning everyone! another dat of school,morning everyone! another dat of school,neutral,16,64,53771296,569140,94
8733,0," someone i work with today told me that if i took a 'real age' test, it would tell me i`m 45","someone i work with today told me that if i took a 'real age' test, it would tell me i`m 45",neutral,18,82,119449,810,147
8734,0,I`m eating egg-whites right out of the pan,I`m eating egg-whites right out of the pan,neutral,11,18,4270571,17820,240
8735,1,"aaahhh, showers are great","aaahhh, showers are great",positive,17,27,6524195,191800,34
8736,0, why is it your last EVER uk tour  ?? x,why is it your last EVER uk tour  ?? x,neutral,23,37,7275560,230800,32
8737,0, Snap. I`m the same with any reality show. Watch the first and I`m hooked   Very sad,Very sa,negative,8,53,1886198,62200,30
8738,0, They better not be out when I get there.  I NEED MY FIX!,They better not be out,negative,16,61,6825445,10230,667
8739,0,man i **** up that test  playing cod now . 31 days till the summer !,man i **** up,negative,19,95,2142249,30360,71
8740,0,is missing someone.. haayy..  http://plurk.com/p/x2avn,is missing someone..,negative,11,18,5057681,96320,53
8741,0,"Can`t seem to sleep tonight... Its 3:38am, I need to get up in less than 4 hours...",Can`t seem to sleep,negative,15,25,6871292,1759540,4
8742,0," O: aw, frank  i like that movie, it`s cool. i don`t fully understand, but i think that`s cool (:","O: aw, frank  i like that movie, it`s cool. i don`t fully understand, but i think that`s cool (:",neutral,20,38,38128,160,238
8743,0,"hair, grow back!","hair, grow back!",neutral,10,59,2722289,62700,43
8744,0, waah. We`re no longer your peeps.,waah. We`re no longer your peeps.,neutral,17,66,625978,2590,242
8745,0,we don`t need no education,we don`t need no education,neutral,20,98,27691018,581795,48
8746,0, Just file me under *seduced* sweetie...,Just file me under *seduced* sweetie...,neutral,10,12,19129952,94280,203
8747,1,Decode by Paramore is a great song... Love it...,great,positive,15,23,32365999,328550,99
8748,0,Sky man is quite friendlyand likes joey  still annoyed that I got woke up about half eight though,Sky man is quite friendlyand likes joey  still annoyed that I got woke up about half eight though,neutral,20,40,540544,300,1802
8749,1,Awesome night ahead: BAD v Rat City! Most of my favorite skaters on one track  #fb,Awesome,positive,7,57,20250833,1220190,17
8750,1,"alphonso milkshake in the morning, lassi in the afternoon and fresh nimbupaani in the evening....summers can be fun",summers can be fun,positive,16,70,441543,320,1380
8751,1, Hahhaa okaay ily! Lmfao,Lmfao,positive,18,73,59190,180,329
8752,0,I miss them..,I miss them..,negative,9,12,4649658,1030700,5
8753,0,**** maaaaannnn.. its holidayzzzzz...,**** maaaaannnn.. its holidayzzzzz...,neutral,13,27,1271768,2030,626
8754,0, what happen to the maids of yours? Quit once again? ...,what happen to the maids of yours? Quit once again? ...,neutral,23,37,128932753,1943950,66
8755,0,Well that sucked except for the company I had. Go Kelly.,sucked,negative,6,51,115023,700,164
8756,0,watching ace of cakes  its suwweeeeet they use alot of fondont or howeva ya spell it.(:,watching ace of cakes  its suwweeeeet they use alot of fondont or howeva ya spell it.(:,neutral,14,70,4033963,32850,123
8757,0,Anyone else go train tripping on National Train Day?  http://tinyurl.com/p2l88x  Leave a comment of your adventures on the site.,Anyone else go train tripping on National Train Day?  http://tinyurl.com/p2l88x  Leave a comment of your adventures on the site.,neutral,21,70,39242,1,26337
8758,1,"It`s great to be home! Temp is chill, cat is great and I feel awesome",great,positive,7,11,3278290,1553560,2
8759,0," I tried TD, but it battled with CS3 over my processor. Nambu is really good, but unintuitive","I tried TD, but it battled with CS3 over my processor. Nambu is really good, but unintuitive",neutral,13,21,628066,13450,47
8760,0,I`m at church now..bout to od on my smoothie bc it might be melted when I come back,I`m at church now..bout to od on my smoothie bc it might be melted when I come back,neutral,18,41,36910560,446300,83
8761,1, if ur as awesome as i think u are u would sooo write me back  a lil something   <--- crossing fingers,awesome,positive,6,50,31255435,786380,40
8762,1," so long, farewell! <333 Have a super amazing day! I`m going to sleep.",amazing,positive,16,67,54409800,653290,83
8763,0,sleeping... would`ve been home sooner but we accidentally killed bambi on the way home,killed ba,negative,21,99,2540905,823000,3
8764,0,I need a haircut. I should not be able to pull my hair into a ponytail.,I need a haircut. I should not be able to pull my hair into a ponytail.,neutral,7,20,10824,20,541
8765,0," Is it bad that I`m sitting here watching a #Pens replay and getting excited? I think it`s the coffee, but... Who knows.",bad,neutral,12,25,29136808,143350,203
8766,0, I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well.,I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well.,neutral,22,41,17134872,33720,508
8767,0," I know it`s in HD, but Comcast doesn`t have it.","I know it`s in HD, but Comcast doesn`t have it.",neutral,7,59,4822233,263310,18
8768,0,eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45?  just so i can sleep in my apt by myself,eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45?  just so i can sleep in my apt by myself,neutral,17,63,6624554,120340,55
8769,0, people r weird,people r weird,negative,21,90,24206644,1266700,19
8770,0,toodaayy!,toodaayy!,neutral,9,16,206139589,910770,226
8771,1, happy birthday  and  congrats  wish you were here for your lady..ill take care of her;),happy birthday  and  congrats  wish you were here for your lady..ill take care of her,positive,15,28,25778816,120410,214
8772,1,"Another amazing day. Ever since I got a Twitter, I`ve been having great days",amazing,positive,19,40,2083374,25220,83
8773,1, have a lok at EF too! they are jummy,jummy,positive,6,46,5421241,365000,15
8774,0,made my pin hole camera todaaaaay. need to get some film now!  http://tinyurl.com/cw8wp2,made my pin hole camera todaaaaay. need to get some film now!  http://tinyurl.com/cw8wp2,neutral,15,66,5106626,309500,16
8775,0,Hello  Back to work today after a week of vacation !,Hello  Back to work today after a week of vacation !,neutral,19,100,220892340,770880,287
8776,1," oooh...I wish I could`ve gone there today, too!   I know Zach was looking forward to it.",as looking forwar,positive,10,10,18094,460,39
8777,0," if hobo and i come next week, we`re buying you all a drink.","if hobo and i come next week, we`re buying you all a drink.",neutral,13,26,5101414,6020,847
8778,1," its funny, I didn`t even know it was there!","its funny,",positive,21,43,4314767,74340,58
8779,0, morning miss sarah cyrus ;) WHAT`S UP?  x,morning miss sarah cyrus ;) WHAT`S UP?,neutral,10,59,8947024,452860,20
8780,0,gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,gosh today sucks!,negative,16,66,7132538,397300,18
8781,0,"Okay, this weather isn`t 'cute sundress' friendly. I dont get how it could be so warm one minute and cold the next. I was freezing","Okay, this weather isn`t 'cute sundress' friendly. I dont get how it could be so warm one minute and cold the next. I was freezing",neutral,23,85,32971854,1280000,26
8782,1,i basically want the world to kno that i have the BEST best friend    love her <3,BEST best,positive,8,12,109581078,298170,368
8783,0,_Grenade The link 404`d.,_Grenade The link 404`d.,neutral,15,27,37846611,306000,124
8784,0, not me  sigh,not me  sigh,neutral,18,37,10196709,91590,111
8785,0,... Still feelin like blah... 3 more hours,feelin like blah..,negative,11,59,2881053,11610,248
8786,0, Im in so deep its disgusting. I would even take a LITTLE help. BUt alas i sense it will never happen . . .,s disgusting.,negative,13,69,19237691,230170,84
8787,0,"_bach I`d suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US & might confuse tweeps","bach I`d suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US & might confuse tweeps",neutral,19,96,145934462,16376870,9
8788,0,Negghead mix on the air!   http://tinyurl.com/ckdwao,Negghead mix on the air!,neutral,7,14,12952218,24670,525
8789,0, If you come to a gig in Dublin you can be my dancing partner.  whatcha think? Hehe ****,If you come to a gig in Dublin you can be my dancing partner.  whatcha think? Hehe ****,neutral,16,24,53199,260,205
8790,0,Not  looking forward to next   wednesday at all,Not  looking forward,negative,18,38,183627,610,301
8791,0, LoL!!  I still would have got a look at his face just in case!!,LoL!!  I still would have got a look at his face just in case!!,neutral,11,55,110940,390,284
8792,0, Oh ok..we`re supposed to be going to see Star Trek on Sun for Daves b/day...at least it`s not Shatner,Oh ok..we`re supposed to be going to see Star Trek on Sun for Daves b/day...at least it`s not Shatner,neutral,15,63,198414,2830,70
8793,0, How do you spell ppphhhhhttttt?,How do you spell ppphhhhhttttt?,neutral,23,92,33931,60,566
8794,1, good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 & top woman off 6,good luck!!,positive,11,14,219159,960,228
8795,0,back from driving and now back to bed,back from driving and now back to bed,neutral,13,27,34813871,2149690,16
8796,0,  does it mean you will b going 2 bed earlier on Mondays?,does it mean you will b going 2 bed earlier on Mondays?,neutral,23,45,16743927,192530,87
8797,1,  Hope everything ok! Can burr fix this?,Hope everything ok,positive,6,47,8737371,87460,100
8798,0,_007 so I tried to send you a direct message and I can`t because you aren`t following me,007 so I tried to send you a direct message and I can`t because you aren`t following me,neutral,16,61,98347,460,214
8799,0,"Dad asked my why I was sticking my tongue out while I was ironing, and I told him it was so I didn`t burn my finger, as I burnt my finger",burnt,negative,21,87,7976983,72180,111
8800,0,ok deleted all messages and hope they don`t come back!!,ok deleted all messages and hope they don`t come back!!,neutral,10,18,5850342,700,8358
8801,0,Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness,Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness,negative,15,21,5459642,48088,114
8802,0,cleaning and packing. Moving house is ****. It`s going to be a long weekend....,is ****.,negative,20,32,2078938,20140,103
8803,0,Tonight is the last Jay Leno late nigt show,Tonight is the last Jay Leno late nigt show,neutral,10,51,686884,28000,25
8804,1,Hellerrr new followerss. I`m Tricina & uhhm I`m cool,cool,positive,13,69,15893222,627340,25
8805,1,Love the idea of giving each year a theme. This is the year of new beginnings!,Love the idea of,positive,20,80,59308690,1213090,49
8806,1,"Thinking of ways to promote Indie Designers. Benefiting them and moi  Any thoughts? Indies, what you do have to say?",Benefiting th,positive,6,17,51269185,97230,527
8807,0,Didn`t sleep good last night. Woke up with another bellyache  what`s wrong with meeeeeee.,Didn`t sleep good last night.,negative,13,27,11193725,610952,18
8808,1,"I am back from my weekend getaway! Energized for another week, bring it on! lol","Energized for another week,",positive,20,36,46754778,498800,94
8809,0, i see you there,i see you there,neutral,10,54,21413249,62710,341
8810,0,missed my friggin hair appt!!!,missed my friggin hair,negative,17,69,43849260,1765048,25
8811,0,just got home and  i got to freakkin clen,just got home and  i got to freakkin clen,neutral,22,93,586632,156000,4
8812,0," no, sir, they did not! i was amazed when i woke up this morning.","no, sir, they did not! i was amazed when i woke up this morning.",neutral,8,15,10099265,410340,25
8813,0, I watched it all online. http://www.musicistheheartofoursoul.com/search/label/Niptuck has the last 8 episodes of S5,I watched it all online. http://www.musicistheheartofoursoul.com/search/label/Niptuck has the last 8 episodes of S5,neutral,12,28,8654622,39500,219
8814,0,Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now,Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now,neutral,20,37,17500658,183630,95
8815,0,This is a joke surely? http://prune.it/WEAt,This is a joke surely?,neutral,8,59,9537645,139960,68
8816,1, Thank you so much!  Have a fantastic day!,a fantastic,positive,13,61,59734218,885800,67
8817,0, cool  what did you get?,cool  what did you get?,neutral,22,71,69799978,510890,137
8818,1, Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.,intrigued!,positive,9,19,1318445,14870,89
8819,1,"lovely, my plans have been canceled for the night. another night home alone for me. un-yay","lovely,",positive,16,26,8278724,54390,152
8820,1,Morning and hope everyone has a great bank holiday,hope everyone has a great bank holiday,positive,18,31,105695,720,147
8821,0,My dad`s telling me to travel alone from now on. Not that I have a problem with that. I`ve done it before and it`s boring!,boring!,negative,6,48,1399488,5130,273
8822,0,Job???????   Not so much.,Job???????   Not so much.,neutral,14,69,11818619,155360,76
8823,1,'And now my mom and her friend are drinking.. Greatt..',Greatt..',positive,20,79,84339067,770000,110
8824,0,Going to get my blood taken,Going to get my blood taken,neutral,11,16,6031200,469930,13
8825,0,nomatter how much i sleep am still tired,am still tired,negative,15,29,11792,30,393
8826,0,working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,neutral,18,36,45741007,199810,229
8827,0,my tree tipped over in the lawn,my tree tipped over in the lawn,neutral,8,46,43733762,579320,75
8828,0,My back is killing me. Stupid softball,killing me.,negative,14,67,9890402,83600,118
8829,0, i couldn`t **** sleep today either. it was hard for me to stay asleep for some reason,hard,negative,20,98,67886011,241930,281
8830,0, Oh  I`m sorry  I can`t even imagine...although I know it will be reality for me soon,m sorry,negative,9,11,331002651,9147420,36
8831,1,Love the 3 mile 3AM runs. They make me smile,Love th,positive,13,26,3473730,175020,20
8832,0," As much as I loved Texas, my dislike for needles could interfere.","As much as I loved Texas, my dislike for needles could interfere.",neutral,19,31,33469203,425400,79
8833,1, lmao haha nice lolz it`s all good though. i can wait  lol,good,positive,7,46,307145,12200,25
8834,0,"Dragging myself to work, missed my fitness class this morn. Need one more weekend day",missed,negative,14,64,28435940,882050,32
8835,1,Just saw Zack and Miri Make a **** with  and  . sooo good.,o good,positive,23,91,97338579,310070,314
8836,0,I raced her once. I totally lost  RIP  http://tinyurl.com/lhgca8,I totally lost  RIP,negative,10,19,29825964,527970,56
8837,1,Watching Everything Is Illuminated  and dreaaaming<3,Watching Everything Is Illuminated  and dreaaaming<3,positive,15,28,18383955,743390,25
8838,0,* My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only .. http://twitpic.com/67hac,My besties. If only  was there.,neutral,23,37,14862924,386850,38
8839,1, - Wtf Polyvore? what`s that?  enjoy it though.,?  enjoy it though.,positive,9,51,38928346,652860,60
8840,0, you? hungover? never  I am not hungover & I don`t know how. I think it may be my new superpower. Is la Whalen at home? ****,you? hungover? never  I am not hungover & I don`t know how. I think it may be my new superpower. Is la Whalen at home? ****,neutral,12,62,2877797,27400,105
8841,0,I really don`t want a limo service to take me to the airport  I want him to. Ok soft moment... Don`t get use to these!,I really don`t want a limo service to take me to the airport  I want him to. Ok soft moment... Don`t get use to these!,neutral,23,79,43851044,2381740,18
8842,1,"the maccabees new album is a winner ,everybody should take a listen fact",winner,positive,8,15,77265,470,164
8843,1,@_writersblock_  I`m having a bev by myself too. Sometimes you just have those kind of days and you need to relax,I`m having a bev by myself too. Sometimes you just have those kind of days and you need to relax,positive,17,30,32866272,1246700,26
8844,0,is enjoying the nice weather but has been stuck indoors writing an essay for most of it,is enjoying the nice weather but has been stuck indoors writing an essay for most of it,neutral,23,36,97929,440,223
8845,1,im back. wooooo!!!  i want to have my own press release :|,im back. wooooo!!!,positive,9,48,45195774,2736690,17
8846,1,"I am so grateful I am your daughter!  Happy Mother`s Day, Okasan.  Thank you for everything... always!",Thank you for everything... always!,positive,14,66,2963243,28470,104
8847,0," I made room...I don`t have a bed from how much room I made and now I`m outta space for sure lol, and I know I`m pathetic",outta space,negative,21,90,25499884,7682300,3
8848,0,That post was for ,That post was for,neutral,7,17,9006398,82400,109
8849,1, sounds nice   have you downloaded twitterena 2.0 lol ?,sounds nice,positive,13,30,10139177,82658,123
8850,1, Looks nice.... never knew VHS had such a short life span... hope my fav VHS is not dead,nice.,positive,23,40,393244,10010,39
8851,1,The power is out! I can`t seeeeeeee!!  I love storms!,I love storms!,positive,11,48,1701575,760,2239
8852,0,Metro from trader joe to 71st closed so many firemen and cops wth happened?! Walking home bus can`t go further  ohh,Metro from trader joe to 71st closed so many firemen and cops wth happened?! Walking home bus can`t go further  ohh,neutral,12,69,164689383,130170,1265
8853,1,"can`t wait to see `Transformers 2`.. C`me on, Shia! Yippiee!",Yippiee!,positive,23,75,287375,430,668
8854,0,ahh sore throat and tired. want to go back to bed. but have work,tired.,negative,6,11,9449323,202910,47
8855,0,time to bed now!!,time to bed now!!,neutral,12,29,11589623,30280,383
8856,1,Lovely morning to cycle to work but met with a 29 degree office,Lovely morning to cycle to work but met with a 29 degree office,positive,18,32,397628,22810,17
8857,1,everyone follow  and  ! they are amazing,e amazing,positive,6,51,12123200,112760,108
8858,0,  You`re just jealous!  Guess you`ll be walking around the office tomorrow in your Malo!,You`re just jealous,negative,13,62,771608,38100,20
8859,0,got FOXY_ a new brew buddy now my kitchen is gonna smell,my kitchen is gonna smell,negative,21,86,11673021,1083300,11
8860,0,"When I start cloggin up my own Twitter feed, it`s time for me to go to bed.. Nighty night. Be sure to go to the TweetUp and meet ME!","When I start cloggin up my own Twitter feed, it`s time for me to go to bed.. Nighty night. Be sure to go to the TweetUp and meet ME!",neutral,6,16,3280819,51000,64
8861,1, Oh I beg of you to add just a 3rd nite in Dublin in October... PLEEEEEEEASSSEEEEEEE,PLEEEEEEEASSSEEEEEEE,positive,12,22,2351627,566730,4
8862,1,"Oh.  The voting is over!   But don`t worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!!!!  <3",But don`t worr,positive,18,31,212559417,8358140,25
8863,1, REALLY?  COOL!,COOL,positive,11,49,437479,5270,83
8864,0, yeah I imagine you did,yeah I imagine you did,neutral,12,69,6948445,108560,64
8865,1, no I like be able to say it and it be the truth. Instead of some magical mystery tour I get led on.,like,positive,22,92,20903273,273600,76
8866,1,"Omg,... just had the best roast ever! but now im full haha,..",best roast,positive,10,17,11890784,25680,463
8867,0,Getting ready to go to the comedy club and listening to some Q-Tip  Who`s on iChat or Skype right now? I need an outfit critique,Getting ready to go to the comedy club and listening to some Q-Tip  Who`s on iChat or Skype right now? I need an outfit critique,neutral,13,22,26378274,318000,83
8868,1,that party was a great time  just got `paranoid` by  as a ringtone! yay,great,positive,22,36,555987,4030,138
8869,0,aarrgghh - fu*k.....a hose has leaked water all over the new floating floor,aarrgghh - fu*k.....a hose ha,negative,9,48,16718965,176520,95
8870,0, What are you doing up so early?,What are you doing up so early?,neutral,13,69,26545863,472710,56
8871,0,Cleaning,Cleaning,neutral,21,100,37742154,9093510,4
8872,0,i wish i could take my pillow to school. dead serious.,i wish i could take my pillow to school. dead serious.,neutral,10,12,4829767,622980,8
8873,0,omg maddie in holby is dead. Gutted. loved Nadine lewington and really wanted Maddie and Clifford to get together,dead.,negative,14,21,16425864,1259200,13
8874,0,"Beers & whiskey = awesomness, work in 8 hours = sourness","Beers & whiskey = awesomness, work in 8 hours = sourness",neutral,22,34,19116201,743532,26
8875,0,  Wow that is a scary statistic,Wow that is a scary statistic,negative,8,58,1439323776,9388211,153
8876,0,"nvm, i`ll stop. whatever. see you 5th i guess","nvm, i`ll stop. whatever. see you 5th i guess",neutral,13,62,50882891,1109500,46
8877,0," ****! Lights off, its presentation time.","****! Lights off, its presentation time.",neutral,22,96,869601,1861,467
8878,1," I know, It`s so crazy! I love using it too  Have you seen my YT recently? I am a partner now  ****","I know, It`s so crazy! I love using it too  Have you seen my YT recently? I am a partner now",positive,9,11,5518087,342000,16
8879,0,My head hurts so bad I could scream!,bad,negative,14,22,5094118,51060,100
8880,0, thinking about you  http://mypict.me/Fuz,thinking about you  http://mypict.me/Fuz,neutral,20,33,4105267,55960,73
8881,0,"_of_max Sadly, no. Now David Tennant has left I don`t particularly want the job anyway","Sadly,",negative,11,51,11326616,106440,106
8882,0,We in bed now.,We in bed now.,neutral,16,66,1207359,9240,131
8883,0,"Feel quite down, not quite sure why though :s so going to bed  night everyone x",though,negative,20,97,10708981,77240,139
8884,0,"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing","I felt HORRIBLE, poor thing",negative,8,13,89561403,2267050,40
8885,1,Finally home after a big of travelling!! ahhhhhh now time to realx!!,Finally home after a big of travelling!! ahhhhhh now time to realx!!,positive,17,28,5792202,42430,137
8886,0, whatever u want us to wear / stick / show off around DUMBO Brooklyn & Manhattan,whatever u want us to wear / stick / show off around DUMBO Brooklyn & Manhattan,neutral,23,44,988000,23180,43
8887,0,"Aww   i used to do that when i was little, not so much now ;) haa. Lazy shiit.",. Lazy shiit.,negative,9,52,71986,750,96
8888,0,This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it`s my friend`s clothing line,This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it`s my friend`s clothing line,neutral,17,63,10847910,48300,225
8889,0,Homey missed da bus.,Homey missed da bus.,neutral,20,97,17643054,248360,71
8890,0,I have a stomach ache... Totally sucks,stomach ache... Totally sucks,negative,9,11,102334404,995450,103
8891,0,assignments!,assignments!,neutral,17,30,6486205,20720,313
8892,0,"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days","Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",neutral,21,45,1402985,28050,50
8893,0, isn`t a bit of little britain in all of us?,isn`t a bit of little britain in all of us?,neutral,6,51,3546421,101000,35
8894,0,Well then andy i dont think you should date me,i dont think,negative,12,68,1326535,42390,31
8895,0," When you`re driven to be in the theatre you develop a thick skin.  12 yo`s been auditioning since she was 8, gotten 1 part.","When you`re driven to be in the theatre you develop a thick skin.  12 yo`s been auditioning since she was 8, gotten 1 part.",neutral,18,73,1160164,17200,67
8896,0,&&the night continues!  w/ my fav mazie; kristina; ericka && robin!,&&the night continues!  w/ my fav mazie; kristina; ericka && robin!,neutral,11,14,114963588,1000000,115
8897,0,"One load of washing put away, and another load on. Amazing how the house doesn`t look any better for all my efforts",Amazing how the house doesn`t look any better for all my efforts,negative,12,24,896445,18270,49
8898,0,Holy ****! It`s raining in LA and I don`t have a jacket!  oh no.,Holy ****!,negative,20,42,5540720,304000,18
8899,0,just seen 1 of the fat single Mums from up the road 'seductively' sprawled across some poor blokes bonnet. He probably needs new shockers,sprawled,negative,8,59,65273511,547557,119
8900,0,omg 44 tweets till 8k  and only about 90 tweets difference btween b and comedyqueen,omg 44 tweets till 8k  and only about 90 tweets difference btween b and comedyqueen,neutral,16,60,2225734,257670,9
8901,0,"i cant sleep, i dont deserve this .... N you know it","i cant sleep, i dont deserve this",negative,23,94,2416668,10120,239
8902,1,Good Morning everyone! Enjoy your day! Thinking of all my tweet friends,Enjoy,positive,6,11,3989167,69490,57
8903,1,  buy yay for your shoot...hope it goes well!  What is it for?,..hope,positive,12,28,83783942,348560,240
8904,0, the closest is a good two hours,the closest is a good two hours,neutral,21,35,31072940,227540,137
8905,0,alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,neutral,7,50,10423054,128900,81
8906,1,Had a good day 2day!  off to bed. Nite tweeps.,good day 2day!,positive,12,63,112523,340,331
8907,1,Ooooo! I`m lovin the First Lady`s fuschia sheath dress! Tres chic! I want her arms!,I`m lovin the First Lady`s fuschia sheath dress!,positive,18,70,17915568,107160,167
8908,0,Editing all the photos I took at my brothers soccer game. He`s got a lot of work to do as a coach.,Editing all the photos I took at my brothers soccer game. He`s got a lot of work to do as a coach.,neutral,7,13,13132795,246000,53
8909,0,"When life, as you know it, doesn`t exist anymore.",doesn`t exist anymore.,negative,12,22,1968001,28120,70
